,matchup,home,result,winner high,loser high,DATE
7,Dallas DAL,Utah UTAH,"UTAH 117, DAL 102",Donovan Mitchell 23 Pts,Luka Doncic 24 Pts,20181107
8,Toronto TOR,Sacramento SAC,"TOR 114, SAC 105",Kawhi Leonard 25 Pts,Willie Cauley-Stein 24 Pts,20181107
9,Minnesota MIN,Los Angeles LAL,"LAL 114, MIN 110",LeBron James 24 Pts,Derrick Rose 31 Pts,20181107
0,Houston HOU,Oklahoma City OKC,"OKC 98, HOU 80",Paul George 20 Pts,James Harden 19 Pts,20181108
1,Boston BOS,Phoenix PHX,"BOS 116, PHX 109 (OT)",Kyrie Irving 39 Pts,Devin Booker 38 Pts,20181108
2,LA LAC,Portland POR,"POR 116, LAC 105",Damian Lillard 25 Pts,Danilo Gallinari 20 Pts,20181108
3,Milwaukee MIL,Golden State GS,"MIL 134, GS 111",Eric Bledsoe 26 Pts,Klay Thompson 24 Pts,20181108
0,Washington WSH,Orlando ORL,"ORL 117, WSH 108",Nikola Vucevic 21 Pts,Bradley Beal 27 Pts,20181109
1,Charlotte CHA,Philadelphia PHI,"PHI 133, CHA 132 (OT)",Joel Embiid 42 Pts,Kemba Walker 30 Pts,20181109
2,Detroit DET,Atlanta ATL,"DET 124, ATL 109",Andre Drummond 23 Pts,Jeremy Lin 19 Pts,20181109
3,Indiana IND,Miami MIA,"IND 110, MIA 102",Victor Oladipo 22 Pts,Kelly Olynyk 20 Pts,20181109
4,Brooklyn BKN,Denver DEN,"BKN 112, DEN 110",D'Angelo Russell 23 Pts,Nikola Jokic 37 Pts,20181109
5,Boston BOS,Utah UTAH,"UTAH 123, BOS 115",Joe Ingles 27 Pts,Terry Rozier 22 Pts,20181109
6,Minnesota MIN,Sacramento SAC,"SAC 121, MIN 110",Willie Cauley-Stein 25 Pts,Karl-Anthony Towns 39 Pts,20181109
0,New York NY,Toronto TOR,"TOR 128, NY 112",Pascal Siakam 23 Pts,Tim Hardaway Jr. 27 Pts,20181110
1,Milwaukee MIL,LA LAC,"LAC 128, MIL 126 (OT)",Montrezl Harrell 26 Pts,Giannis Antetokounmpo 27 Pts,20181110
2,Phoenix PHX,New Orleans NO,"NO 119, PHX 99",Anthony Davis 26 Pts,T.J. Warren 25 Pts,20181110
3,Washington WSH,Miami MIA,"WSH 116, MIA 110",John Wall 28 Pts,Josh Richardson 24 Pts,20181110
4,Cleveland CLE,Chicago CHI,"CHI 99, CLE 98",Zach LaVine 24 Pts,Tristan Thompson 22 Pts,20181110
5,Philadelphia PHI,Memphis MEM,"MEM 112, PHI 106 (OT)",Mike Conley 32 Pts,JJ Redick 20 Pts,20181110
6,Houston HOU,San Antonio SA,"SA 96, HOU 89",LaMarcus Aldridge 27 Pts,James Harden 25 Pts,20181110
7,Brooklyn BKN,Golden State GS,"GS 116, BKN 100",Kevin Durant 28 Pts,Joe Harris 24 Pts,20181110
8,Oklahoma City OKC,Dallas DAL,"DAL 111, OKC 96",Luka Doncic 22 Pts,Paul George 20 Pts,20181110
9,Los Angeles LAL,Sacramento SAC,"LAL 101, SAC 86",LeBron James 25 Pts,De'Aaron Fox 21 Pts,20181110
0,Charlotte CHA,Detroit DET,"CHA 113, DET 103",Kemba Walker 24 Pts,Andre Drummond 23 Pts,20181111
1,Indiana IND,Houston HOU,"HOU 115, IND 103",James Harden 40 Pts,Victor Oladipo 22 Pts,20181111
2,Orlando ORL,New York NY,"ORL 115, NY 89",Terrence Ross 22 Pts,Kevin Knox II 17 Pts,20181111
3,Milwaukee MIL,Denver DEN,"MIL 121, DEN 114",Brook Lopez 28 Pts,Paul Millsap 25 Pts,20181111
4,Boston BOS,Portland POR,"POR 100, BOS 94",Damian Lillard 19 Pts,Jayson Tatum 27 Pts,20181111
5,Atlanta ATL,Los Angeles LAL,"LAL 107, ATL 106",LeBron James 26 Pts,Taurean Prince 23 Pts,20181111
0,Orlando ORL,Washington WSH,"WSH 117, ORL 109",John Wall 25 Pts,Terrence Ross 21 Pts,20181112
1,Philadelphia PHI,Miami MIA,"PHI 124, MIA 114",Joel Embiid 35 Pts,Goran Dragic 22 Pts,20181112
2,New Orleans NO,Toronto TOR,"NO 126, TOR 110",E'Twaun Moore 30 Pts,Pascal Siakam 22 Pts,20181112
3,Dallas DAL,Chicago CHI,"DAL 103, CHI 98",Harrison Barnes 23 Pts,Zach LaVine 26 Pts,20181112
4,Utah UTAH,Memphis MEM,"UTAH 96, MEM 88",Joe Ingles 19 Pts,Mike Conley 24 Pts,20181112
5,Brooklyn BKN,Minnesota MIN,"MIN 120, BKN 113",Karl-Anthony Towns 25 Pts,D'Angelo Russell 31 Pts,20181112
6,Phoenix PHX,Oklahoma City OKC,"OKC 118, PHX 101",Paul George 32 Pts,T.J. Warren 21 Pts,20181112
7,San Antonio SA,Sacramento SAC,"SAC 104, SA 99",Bogdan Bogdanovic 22 Pts,DeMar DeRozan 23 Pts,20181112
8,Golden State GS,LA LAC,"LAC 121, GS 116 (OT)",Lou Williams 25 Pts,Kevin Durant 33 Pts,20181112
0,Charlotte CHA,Cleveland CLE,"CLE 113, CHA 89",Jordan Clarkson 24 Pts,Jeremy Lamb 22 Pts,20181113
1,Houston HOU,Denver DEN,"HOU 109, DEN 99",Clint Capela 24 Pts,Monte Morris 19 Pts,20181113
2,Atlanta ATL,Golden State GS,"GS 110, ATL 103",Kevin Durant 29 Pts,Taurean Prince 22 Pts,20181113
0,Philadelphia PHI,Orlando ORL,"ORL 111, PHI 106",Nikola Vucevic 30 Pts,JJ Redick 22 Pts,20181114
1,Cleveland CLE,Washington WSH,"WSH 119, CLE 95",Bradley Beal 20 Pts,Collin Sexton 24 Pts,20181114
2,Chicago CHI,Boston BOS,"BOS 111, CHI 82",Jaylen Brown 18 Pts,Shaquille Harrison 16 Pts,20181114
3,Miami MIA,Brooklyn BKN,"MIA 120, BKN 107",Tyler Johnson 24 Pts,Spencer Dinwiddie 18 Pts,20181114
4,Detroit DET,Toronto TOR,"DET 106, TOR 104",Blake Griffin 30 Pts,Kawhi Leonard 26 Pts,20181114
5,Memphis MEM,Milwaukee MIL,"MEM 116, MIL 113",Marc Gasol 29 Pts,Giannis Antetokounmpo 31 Pts,20181114
6,New Orleans NO,Minnesota MIN,"MIN 107, NO 100",Karl-Anthony Towns 25 Pts,E'Twaun Moore 31 Pts,20181114
7,New York NY,Oklahoma City OKC,"OKC 128, NY 103",Paul George 35 Pts,Tim Hardaway Jr. 20 Pts,20181114
8,Utah UTAH,Dallas DAL,"DAL 118, UTAH 68",Harrison Barnes 19 Pts,Ricky Rubio 11 Pts,20181114
9,San Antonio SA,Phoenix PHX,"PHX 116, SA 96",T.J. Warren 27 Pts,DeMar DeRozan 24 Pts,20181114
10,Portland POR,Los Angeles LAL,"LAL 126, POR 117",LeBron James 44 Pts,Damian Lillard 31 Pts,20181114
0,Golden State GS,Houston HOU,"HOU 107, GS 86",James Harden 27 Pts,Kevin Durant 20 Pts,20181115
1,Atlanta ATL,Denver DEN,"DEN 138, ATL 93",Juan Hernangomez 25 Pts,Jeremy Lin 16 Pts,20181115
2,San Antonio SA,LA LAC,"LAC 116, SA 111",Lou Williams 23 Pts,DeMar DeRozan 34 Pts,20181115
0,Toronto TOR,Boston BOS,"BOS 123, TOR 116 (OT)",Kyrie Irving 43 Pts,Kawhi Leonard 31 Pts,20181116
1,Miami MIA,Indiana IND,"IND 99, MIA 91",Tyreke Evans 23 Pts,Josh Richardson 28 Pts,20181116
2,Utah UTAH,Philadelphia PHI,"PHI 113, UTAH 107",Jimmy Butler 28 Pts,Donovan Mitchell 31 Pts,20181116
3,Brooklyn BKN,Washington WSH,"BKN 115, WSH 104",Spencer Dinwiddie 25 Pts,Dwight Howard 25 Pts,20181116
4,Sacramento SAC,Memphis MEM,"MEM 112, SAC 104",Jaren Jackson Jr. 27 Pts,De'Aaron Fox 23 Pts,20181116
5,Portland POR,Minnesota MIN,"MIN 112, POR 96",Andrew Wiggins 23 Pts,CJ McCollum 18 Pts,20181116
6,New York NY,New Orleans NO,"NO 129, NY 124",Anthony Davis 43 Pts,Tim Hardaway Jr. 30 Pts,20181116
7,Chicago CHI,Milwaukee MIL,"MIL 123, CHI 104",Eric Bledsoe 25 Pts,Jabari Parker 21 Pts,20181116
0,LA LAC,Brooklyn BKN,"LAC 127, BKN 119",Danilo Gallinari 28 Pts,Jarrett Allen 24 Pts,20181117
1,Philadelphia PHI,Charlotte CHA,"PHI 122, CHA 119 (OT)",Joel Embiid 33 Pts,Kemba Walker 60 Pts,20181117
2,Atlanta ATL,Indiana IND,"IND 97, ATL 89",Bojan Bogdanovic 22 Pts,Jeremy Lin 16 Pts,20181117
3,Los Angeles LAL,Orlando ORL,"ORL 130, LAL 117",Nikola Vucevic 36 Pts,LeBron James 22 Pts,20181117
4,Denver DEN,New Orleans NO,"NO 125, DEN 115",Anthony Davis 40 Pts,Nikola Jokic 25 Pts,20181117
5,Utah UTAH,Boston BOS,"UTAH 98, BOS 86",Donovan Mitchell 28 Pts,Kyrie Irving 20 Pts,20181117
6,Toronto TOR,Chicago CHI,"TOR 122, CHI 83",Fred VanVleet 18 Pts,Antonio Blakeney 13 Pts,20181117
7,Sacramento SAC,Houston HOU,"HOU 132, SAC 112",James Harden 34 Pts,Buddy Hield 23 Pts,20181117
8,Golden State GS,Dallas DAL,"DAL 112, GS 109",Luka Doncic 24 Pts,Kevin Durant 32 Pts,20181117
9,Oklahoma City OKC,Phoenix PHX,"OKC 110, PHX 100",Paul George 32 Pts,T.J. Warren 23 Pts,20181117
0,Memphis MEM,Minnesota MIN,"MEM 100, MIN 87",Marc Gasol 26 Pts,Derrick Rose 18 Pts,20181118
1,Los Angeles LAL,Miami MIA,"LAL 113, MIA 97",LeBron James 51 Pts,Wayne Ellington 19 Pts,20181118
2,New York NY,Orlando ORL,"ORL 131, NY 117",Aaron Gordon 31 Pts,Tim Hardaway Jr. 32 Pts,20181118
3,Portland POR,Washington WSH,"POR 119, WSH 109",Damian Lillard 40 Pts,John Wall 24 Pts,20181118
4,Golden State GS,San Antonio SA,"SA 104, GS 92",LaMarcus Aldridge 24 Pts,Kevin Durant 26 Pts,20181118
0,Boston BOS,Charlotte CHA,"CHA 117, BOS 112",Kemba Walker 43 Pts,Kyrie Irving 27 Pts,20181119
1,Cleveland CLE,Detroit DET,"DET 113, CLE 102",Andre Drummond 23 Pts,Collin Sexton 18 Pts,20181119
2,Utah UTAH,Indiana IND,"IND 121, UTAH 94",Bojan Bogdanovic 21 Pts,Ricky Rubio 28 Pts,20181119
3,Phoenix PHX,Philadelphia PHI,"PHI 119, PHX 114",Joel Embiid 33 Pts,Devin Booker 37 Pts,20181119
4,LA LAC,Atlanta ATL,"LAC 127, ATL 119",Montrezl Harrell 25 Pts,Trae Young 25 Pts,20181119
5,Dallas DAL,Memphis MEM,"MEM 98, DAL 88",Mike Conley 28 Pts,Dennis Smith Jr. 19 Pts,20181119
6,Denver DEN,Milwaukee MIL,"MIL 104, DEN 98",Giannis Antetokounmpo 29 Pts,Nikola Jokic 20 Pts,20181119
7,San Antonio SA,New Orleans NO,"NO 140, SA 126",Anthony Davis 29 Pts,DeMar DeRozan 21 Pts,20181119
8,Oklahoma City OKC,Sacramento SAC,"SAC 117, OKC 113",Buddy Hield 25 Pts,Russell Westbrook 29 Pts,20181119
0,Toronto TOR,Orlando ORL,"TOR 93, ORL 91",Kawhi Leonard 18 Pts,Evan Fournier 27 Pts,20181120
1,LA LAC,Washington WSH,"WSH 125, LAC 118",John Wall 30 Pts,Tobias Harris 29 Pts,20181120
2,Brooklyn BKN,Miami MIA,"BKN 104, MIA 92",D'Angelo Russell 20 Pts,Hassan Whiteside 21 Pts,20181120
3,Portland POR,New York NY,"POR 118, NY 114",CJ McCollum 31 Pts,Tim Hardaway Jr. 32 Pts,20181120
0,Indiana IND,Charlotte CHA,"CHA 127, IND 109",Jeremy Lamb 21 Pts,Bojan Bogdanovic 20 Pts,20181121
1,New Orleans NO,Philadelphia PHI,"PHI 121, NO 120",Joel Embiid 31 Pts,Jrue Holiday 30 Pts,20181121
2,Toronto TOR,Atlanta ATL,"TOR 124, ATL 108",Jonas Valanciunas 24 Pts,Jeremy Lin 26 Pts,20181121
3,New York NY,Boston BOS,"NY 117, BOS 109",Trey Burke 29 Pts,Kyrie Irving 22 Pts,20181121
4,Los Angeles LAL,Cleveland CLE,"LAL 109, CLE 105",LeBron James 32 Pts,Cedi Osman 21 Pts,20181121
5,Phoenix PHX,Chicago CHI,"CHI 124, PHX 116",Zach LaVine 29 Pts,Devin Booker 23 Pts,20181121
6,Detroit DET,Houston HOU,"HOU 126, DET 124",James Harden 43 Pts,Blake Griffin 37 Pts,20181121
7,Portland POR,Milwaukee MIL,"MIL 143, POR 100",Giannis Antetokounmpo 33 Pts,Damian Lillard 22 Pts,20181121
8,Denver DEN,Minnesota MIN,"DEN 103, MIN 101",Paul Millsap 25 Pts,Karl-Anthony Towns 22 Pts,20181121
9,Brooklyn BKN,Dallas DAL,"DAL 119, BKN 113",Harrison Barnes 28 Pts,Allen Crabbe 27 Pts,20181121
10,Memphis MEM,San Antonio SA,"MEM 104, SA 103",Mike Conley 30 Pts,DeMar DeRozan 24 Pts,20181121
11,Sacramento SAC,Utah UTAH,"SAC 119, UTAH 110",Willie Cauley-Stein 23 Pts,Donovan Mitchell 35 Pts,20181121
12,Oklahoma City OKC,Golden State GS,"OKC 123, GS 95",Dennis Schroder 32 Pts,Kevin Durant 27 Pts,20181121
0,Minnesota MIN,Brooklyn BKN,"MIN 112, BKN 102",Derrick Rose 25 Pts,Joe Harris 18 Pts,20181123
1,Memphis MEM,LA LAC,"LAC 112, MEM 107 (OT)",Montrezl Harrell 22 Pts,Marc Gasol 27 Pts,20181123
2,Houston HOU,Detroit DET,"DET 116, HOU 111 (OT)",Blake Griffin 28 Pts,James Harden 33 Pts,20181123
3,Boston BOS,Atlanta ATL,"BOS 114, ATL 96",Aron Baynes 16 Pts,Jeremy Lin 19 Pts,20181123
4,New Orleans NO,New York NY,"NY 114, NO 109",Emmanuel Mudiay 27 Pts,Anthony Davis 33 Pts,20181123
5,Cleveland CLE,Philadelphia PHI,"CLE 121, PHI 112",Rodney Hood 25 Pts,Joel Embiid 24 Pts,20181123
6,Washington WSH,Toronto TOR,"TOR 125, WSH 107",Kawhi Leonard 27 Pts,Bradley Beal 20 Pts,20181123
7,San Antonio SA,Indiana IND,"SA 111, IND 100",LaMarcus Aldridge 33 Pts,Bojan Bogdanovic 21 Pts,20181123
8,Miami MIA,Chicago CHI,"MIA 103, CHI 96",Josh Richardson 27 Pts,Justin Holiday 27 Pts,20181123
9,Charlotte CHA,Oklahoma City OKC,"OKC 109, CHA 104",Russell Westbrook 30 Pts,Kemba Walker 25 Pts,20181123
10,Phoenix PHX,Milwaukee MIL,"PHX 116, MIL 114",Devin Booker 29 Pts,Giannis Antetokounmpo 35 Pts,20181123
11,Orlando ORL,Denver DEN,"DEN 112, ORL 87",Trey Lyles 22 Pts,Terrence Ross 18 Pts,20181123
12,Portland POR,Golden State GS,"GS 125, POR 97",Kevin Durant 32 Pts,Damian Lillard 23 Pts,20181123
13,Utah UTAH,Los Angeles LAL,"LAL 90, UTAH 83",Brandon Ingram 24 Pts,Alec Burks 17 Pts,20181123
0,Houston HOU,Cleveland CLE,"CLE 117, HOU 108",Collin Sexton 29 Pts,James Harden 40 Pts,20181124
1,New Orleans NO,Washington WSH,"WSH 124, NO 114",Otto Porter Jr. 29 Pts,Julius Randle 29 Pts,20181124
2,Chicago CHI,Minnesota MIN,"MIN 111, CHI 96",Karl-Anthony Towns 35 Pts,Zach LaVine 28 Pts,20181124
3,Denver DEN,Oklahoma City OKC,"DEN 105, OKC 98",Jamal Murray 22 Pts,Paul George 24 Pts,20181124
4,Boston BOS,Dallas DAL,"DAL 113, BOS 104",J.J. Barea 20 Pts,Jayson Tatum 21 Pts,20181124
5,San Antonio SA,Milwaukee MIL,"MIL 135, SA 129",Giannis Antetokounmpo 34 Pts,DeMar DeRozan 34 Pts,20181124
6,Sacramento SAC,Golden State GS,"GS 117, SAC 116",Kevin Durant 44 Pts,Buddy Hield 28 Pts,20181124
0,Orlando ORL,Los Angeles LAL,"ORL 108, LAL 104",Nikola Vucevic 31 Pts,LeBron James 24 Pts,20181125
1,Phoenix PHX,Detroit DET,"DET 118, PHX 107",Andre Drummond 19 Pts,Devin Booker 37 Pts,20181125
2,Charlotte CHA,Atlanta ATL,"ATL 124, CHA 123",John Collins 23 Pts,Malik Monk 26 Pts,20181125
3,Philadelphia PHI,Brooklyn BKN,"PHI 127, BKN 125",Jimmy Butler 34 Pts,D'Angelo Russell 38 Pts,20181125
4,Miami MIA,Toronto TOR,"TOR 125, MIA 115",Kawhi Leonard 29 Pts,Dwyane Wade 35 Pts,20181125
5,New York NY,Memphis MEM,"NY 103, MEM 98",Tim Hardaway Jr. 22 Pts,Marc Gasol 27 Pts,20181125
6,Utah UTAH,Sacramento SAC,"UTAH 133, SAC 112",Ricky Rubio 27 Pts,Bogdan Bogdanovic 20 Pts,20181125
7,LA LAC,Portland POR,"LAC 104, POR 100",Tobias Harris 34 Pts,Damian Lillard 30 Pts,20181125
0,Milwaukee MIL,Charlotte CHA,"CHA 110, MIL 107",Jeremy Lamb 21 Pts,Giannis Antetokounmpo 20 Pts,20181126
1,Minnesota MIN,Cleveland CLE,"MIN 102, CLE 95",Robert Covington 24 Pts,Kyle Korver 22 Pts,20181126
2,Houston HOU,Washington WSH,"WSH 135, HOU 131 (OT)",John Wall 36 Pts,James Harden 54 Pts,20181126
3,San Antonio SA,Chicago CHI,"SA 108, CHI 107",DeMar DeRozan 21 Pts,Zach LaVine 28 Pts,20181126
4,Boston BOS,New Orleans NO,"BOS 124, NO 107",Kyrie Irving 26 Pts,Anthony Davis 27 Pts,20181126
5,Indiana IND,Utah UTAH,"IND 121, UTAH 88",Doug McDermott 21 Pts,Derrick Favors 13 Pts,20181126
6,Orlando ORL,Golden State GS,"GS 116, ORL 110",Kevin Durant 49 Pts,Nikola Vucevic 30 Pts,20181126
0,New York NY,Detroit DET,"DET 115, NY 108",Blake Griffin 30 Pts,Allonzo Trier 24 Pts,20181127
1,Atlanta ATL,Miami MIA,"ATL 115, MIA 113",Taurean Prince 18 Pts,Josh Richardson 22 Pts,20181127
2,Toronto TOR,Memphis MEM,"TOR 122, MEM 114",Kyle Lowry 24 Pts,Marc Gasol 27 Pts,20181127
3,Los Angeles LAL,Denver DEN,"DEN 117, LAL 85",Paul Millsap 20 Pts,Kyle Kuzma 21 Pts,20181127
4,Indiana IND,Phoenix PHX,"IND 109, PHX 104",Domantas Sabonis 21 Pts,T.J. Warren 25 Pts,20181127
0,Atlanta ATL,Charlotte CHA,"CHA 108, ATL 94",Jeremy Lamb 22 Pts,Trae Young 18 Pts,20181128
1,New York NY,Philadelphia PHI,"PHI 117, NY 91",Joel Embiid 26 Pts,Enes Kanter 17 Pts,20181128
2,Utah UTAH,Brooklyn BKN,"UTAH 101, BKN 91",Donovan Mitchell 29 Pts,Spencer Dinwiddie 18 Pts,20181128
3,Dallas DAL,Houston HOU,"DAL 128, HOU 108",Luka Doncic 20 Pts,James Harden 25 Pts,20181128
4,Chicago CHI,Milwaukee MIL,"MIL 116, CHI 113",Giannis Antetokounmpo 36 Pts,Zach LaVine 24 Pts,20181128
5,San Antonio SA,Minnesota MIN,"MIN 128, SA 89",Robert Covington 21 Pts,Jakob Poeltl 14 Pts,20181128
6,Washington WSH,New Orleans NO,"NO 125, WSH 104",Jrue Holiday 29 Pts,Markieff Morris 22 Pts,20181128
7,Cleveland CLE,Oklahoma City OKC,"OKC 100, CLE 83",Russell Westbrook 23 Pts,Jordan Clarkson 25 Pts,20181128
8,Orlando ORL,Portland POR,"POR 115, ORL 112",Damian Lillard 41 Pts,Nikola Vucevic 20 Pts,20181128
9,Phoenix PHX,LA LAC,"LAC 115, PHX 99",Danilo Gallinari 28 Pts,Devin Booker 23 Pts,20181128
0,Golden State GS,Toronto TOR,"TOR 131, GS 128 (OT)",Kawhi Leonard 37 Pts,Kevin Durant 51 Pts,20181129
1,Indiana IND,Los Angeles LAL,"LAL 104, IND 96",LeBron James 38 Pts,Domantas Sabonis 20 Pts,20181129
2,LA LAC,Sacramento SAC,"LAC 133, SAC 121",Tobias Harris 28 Pts,Bogdan Bogdanovic 26 Pts,20181129
0,Cleveland CLE,Boston BOS,"BOS 128, CLE 95",Kyrie Irving 29 Pts,Jordan Clarkson 16 Pts,20181130
1,Utah UTAH,Charlotte CHA,"UTAH 119, CHA 111",Donovan Mitchell 30 Pts,Jeremy Lamb 24 Pts,20181130
2,Chicago CHI,Detroit DET,"DET 107, CHI 88",Blake Griffin 20 Pts,Wendell Carter Jr. 28 Pts,20181130
3,Washington WSH,Philadelphia PHI,"PHI 123, WSH 98",Joel Embiid 16 Pts,Bradley Beal 19 Pts,20181130
4,Memphis MEM,Brooklyn BKN,"MEM 131, BKN 125 (2OT)",Mike Conley 37 Pts,D'Angelo Russell 26 Pts,20181130
5,New Orleans NO,Miami MIA,"MIA 106, NO 101",Josh Richardson 20 Pts,Anthony Davis 41 Pts,20181130
6,Atlanta ATL,Oklahoma City OKC,"OKC 124, ATL 109",Russell Westbrook 23 Pts,John Collins 19 Pts,20181130
7,Houston HOU,San Antonio SA,"HOU 136, SA 105",Clint Capela 27 Pts,LaMarcus Aldridge 20 Pts,20181130
8,Orlando ORL,Phoenix PHX,"ORL 99, PHX 85",Nikola Vucevic 25 Pts,Deandre Ayton 19 Pts,20181130
9,Dallas DAL,Los Angeles LAL,"LAL 114, DAL 103",LeBron James 28 Pts,Harrison Barnes 29 Pts,20181130
10,Denver DEN,Portland POR,"DEN 113, POR 112",Gary Harris 27 Pts,CJ McCollum 33 Pts,20181130
0,Milwaukee MIL,New York NY,"NY 136, MIL 134 (OT)",Emmanuel Mudiay 28 Pts,Giannis Antetokounmpo 33 Pts,20181131
1,Golden State GS,Detroit DET,"DET 111, GS 102",Blake Griffin 26 Pts,Kevin Durant 28 Pts,20181131
2,Brooklyn BKN,Washington WSH,"WSH 102, BKN 88",John Wall 30 Pts,Allen Crabbe 14 Pts,20181131
3,Toronto TOR,Cleveland CLE,"TOR 106, CLE 95",Kawhi Leonard 34 Pts,Tristan Thompson 18 Pts,20181131
4,Chicago CHI,Houston HOU,"HOU 121, CHI 105",James Harden 30 Pts,Zach LaVine 29 Pts,20181131
5,Boston BOS,Minnesota MIN,"BOS 118, MIN 109",Gordon Hayward 30 Pts,Derrick Rose 26 Pts,20181131
6,Indiana IND,Sacramento SAC,"SAC 111, IND 110",Bogdan Bogdanovic 20 Pts,Bojan Bogdanovic 27 Pts,20181131
0,Milwaukee MIL,New York NY,"NY 136, MIL 134 (OT)",Emmanuel Mudiay 28 Pts,Giannis Antetokounmpo 33 Pts,20181201
1,Golden State GS,Detroit DET,"DET 111, GS 102",Blake Griffin 26 Pts,Kevin Durant 28 Pts,20181201
2,Brooklyn BKN,Washington WSH,"WSH 102, BKN 88",John Wall 30 Pts,Allen Crabbe 14 Pts,20181201
3,Toronto TOR,Cleveland CLE,"TOR 106, CLE 95",Kawhi Leonard 34 Pts,Tristan Thompson 18 Pts,20181201
4,Chicago CHI,Houston HOU,"HOU 121, CHI 105",James Harden 30 Pts,Zach LaVine 29 Pts,20181201
5,Boston BOS,Minnesota MIN,"BOS 118, MIN 109",Gordon Hayward 30 Pts,Derrick Rose 26 Pts,20181201
6,Indiana IND,Sacramento SAC,"SAC 111, IND 110",Bogdan Bogdanovic 20 Pts,Bojan Bogdanovic 27 Pts,20181201
0,Phoenix PHX,Los Angeles LAL,"LAL 120, PHX 96",Kyle Kuzma 23 Pts,Richaun Holmes 15 Pts,20181202
1,New Orleans NO,Charlotte CHA,"NO 119, CHA 109",Anthony Davis 36 Pts,Frank Kaminsky 19 Pts,20181202
2,Utah UTAH,Miami MIA,"MIA 102, UTAH 100",Hassan Whiteside 23 Pts,Ricky Rubio 23 Pts,20181202
3,Memphis MEM,Philadelphia PHI,"PHI 103, MEM 95",JJ Redick 24 Pts,Mike Conley 21 Pts,20181202
4,LA LAC,Dallas DAL,"DAL 114, LAC 110",Harrison Barnes 30 Pts,Montrezl Harrell 23 Pts,20181202
5,Portland POR,San Antonio SA,"SA 131, POR 118",DeMar DeRozan 36 Pts,Damian Lillard 37 Pts,20181202
0,Oklahoma City OKC,Detroit DET,"OKC 110, DET 83",Steven Adams 21 Pts,Blake Griffin 20 Pts,20181203
1,Golden State GS,Atlanta ATL,"GS 128, ATL 111",Stephen Curry 30 Pts,John Collins 24 Pts,20181203
2,Cleveland CLE,Brooklyn BKN,"CLE 99, BKN 97",Jordan Clarkson 20 Pts,D'Angelo Russell 30 Pts,20181203
3,Washington WSH,New York NY,"WSH 110, NY 107",Bradley Beal 27 Pts,Tim Hardaway Jr. 20 Pts,20181203
4,Denver DEN,Toronto TOR,"DEN 106, TOR 103",Nikola Jokic 23 Pts,Kawhi Leonard 27 Pts,20181203
5,Houston HOU,Minnesota MIN,"MIN 103, HOU 91",Karl-Anthony Towns 24 Pts,James Harden 29 Pts,20181203
6,LA LAC,New Orleans NO,"LAC 129, NO 126",Tobias Harris 27 Pts,Julius Randle 37 Pts,20181203
0,Chicago CHI,Indiana IND,"IND 96, CHI 90",Darren Collison 23 Pts,Lauri Markkanen 21 Pts,20181204
1,Orlando ORL,Miami MIA,"ORL 105, MIA 90",Aaron Gordon 20 Pts,Justise Winslow 14 Pts,20181204
2,Portland POR,Dallas DAL,"DAL 111, POR 102",Luka Doncic 21 Pts,Damian Lillard 33 Pts,20181204
3,Sacramento SAC,Phoenix PHX,"SAC 122, PHX 105",Buddy Hield 20 Pts,De'Anthony Melton 21 Pts,20181204
4,San Antonio SA,Utah UTAH,"UTAH 139, SA 105",Donovan Mitchell 20 Pts,Jakob Poeltl 20 Pts,20181204
0,Golden State GS,Cleveland CLE,"GS 129, CLE 105",Stephen Curry 42 Pts,Collin Sexton 21 Pts,20181205
1,Denver DEN,Orlando ORL,"DEN 124, ORL 118 (OT)",Jamal Murray 31 Pts,Evan Fournier 26 Pts,20181205
2,Washington WSH,Atlanta ATL,"WSH 131, ATL 117",Bradley Beal 36 Pts,John Collins 26 Pts,20181205
3,Oklahoma City OKC,Brooklyn BKN,"OKC 114, BKN 112",Paul George 47 Pts,Allen Crabbe 22 Pts,20181205
4,Philadelphia PHI,Toronto TOR,"TOR 113, PHI 102",Kawhi Leonard 36 Pts,Jimmy Butler 38 Pts,20181205
5,LA LAC,Memphis MEM,"MEM 96, LAC 86",Mike Conley 22 Pts,Boban Marjanovic 19 Pts,20181205
6,Detroit DET,Milwaukee MIL,"MIL 115, DET 92",Eric Bledsoe 27 Pts,Blake Griffin 31 Pts,20181205
7,Charlotte CHA,Minnesota MIN,"MIN 121, CHA 104",Karl-Anthony Towns 35 Pts,Jeremy Lamb 18 Pts,20181205
8,Dallas DAL,New Orleans NO,"NO 132, DAL 106",Julius Randle 27 Pts,Harrison Barnes 16 Pts,20181205
9,San Antonio SA,Los Angeles LAL,"LAL 121, SA 113",LeBron James 42 Pts,DeMar DeRozan 32 Pts,20181205
0,New York NY,Boston BOS,"BOS 128, NY 100",Kyrie Irving 22 Pts,Tim Hardaway Jr. 22 Pts,20181206
1,Phoenix PHX,Portland POR,"POR 108, PHX 86",Damian Lillard 25 Pts,Troy Daniels 15 Pts,20181206
2,Houston HOU,Utah UTAH,"UTAH 118, HOU 91",Derrick Favors 24 Pts,James Harden 15 Pts,20181206
0,Denver DEN,Charlotte CHA,"CHA 113, DEN 107",Kemba Walker 21 Pts,Jamal Murray 20 Pts,20181207
